episode,reward_ep,mean_reward,steps,n_steps_ep,time,hour_minute
162,100,-20.417674501263626,39969,21398,2023-05-14 17:14:24.643823,17:14
163,100,-17.26181661932009,40827,19429,2023-05-14 17:14:27.927048,17:14
164,100,-13.546726039983568,41082,21653,2023-05-14 17:14:28.775693,17:14
165,100,-10.74296153853519,41674,20021,2023-05-14 17:14:31.113157,17:14
166,-0.046490713243122456,-8.892783024789411,42674,22653,2023-05-14 17:14:35.094666,17:14
167,100,-5.710478531888726,43219,20566,2023-05-14 17:14:36.881150,17:14
168,-100,-7.770040578489611,43895,23329,2023-05-14 17:14:39.542601,17:14
169,100,-5.147743408463214,44570,21241,2023-05-14 17:14:42.134978,17:14
170,-0.43477155101488907,-3.4727561941915646,45570,24329,2023-05-14 17:14:46.001732,17:14
171,100,-0.9973851731754576,46546,22217,2023-05-14 17:14:49.840970,17:14
172,100,1.7720416586566612,47207,24990,2023-05-14 17:14:52.442334,17:14
173,100,3.6627741830195886,47800,22810,2023-05-14 17:14:54.748820,17:14
174,100,6.225343366065983,48185,25375,2023-05-14 17:14:56.186541,17:14
175,100,7.964004648439352,48868,23493,2023-05-14 17:14:58.636924,17:14
176,100,9.427018349746714,49752,26259,2023-05-14 17:15:01.752531,17:15
177,100,11.909862685094927,50233,23974,2023-05-14 17:15:03.452022,17:15
178,100,14.637985153607936,50705,26731,2023-05-14 17:15:05.174768,17:15
179,100,16.65979101630448,51268,24537,2023-05-14 17:15:07.155712,17:15
180,100,19.450003181978108,51741,27204,2023-05-14 17:15:08.924296,17:15
181,0.336308606775037,20.552410357124746,52741,25537,2023-05-14 17:15:13.150117,17:15
182,100,23.955592714833077,53117,27580,2023-05-14 17:15:14.302844,17:15
183,100,26.553713697954066,53797,26217,2023-05-14 17:15:16.835716,17:15
184,100,29.657371886890555,54234,28017,2023-05-14 17:15:18.265961,17:15
185,-0.5212493879369109,30.37322584065738,55234,27217,2023-05-14 17:15:22.361099,17:15
186,100,32.646406777271665,55871,28654,2023-05-14 17:15:24.489997,17:15
187,100,35.43751372094175,56245,27591,2023-05-14 17:15:25.670298,17:15
188,-0.7590650034815158,36.33779012598282,57245,29654,2023-05-14 17:15:29.482337,17:15
189,100,38.63121758939127,57890,28236,2023-05-14 17:15:31.807702,17:15
190,100,41.797077600547,58768,30532,2023-05-14 17:15:35.214945,17:15
191,-0.00042304096486134313,43.03770188235204,59768,29236,2023-05-14 17:15:38.844570,17:15
192,100,45.62576983372965,60256,31020,2023-05-14 17:15:40.390056,17:15
193,100,49.40488955577715,61215,30195,2023-05-14 17:15:43.579211,17:15
194,100,51.4913042067081,61840,31645,2023-05-14 17:15:45.663006,17:15
195,-100,50.14619230279596,62153,30508,2023-05-14 17:15:46.564178,17:15
196,100,52.6291977572373,62486,31978,2023-05-14 17:15:47.563525,17:15
197,100,55.461647033832975,62799,30821,2023-05-14 17:15:48.483700,17:15
198,100,57.966609959798916,63191,32370,2023-05-14 17:15:49.780247,17:15
199,100,60.75593080018023,63976,31606,2023-05-14 17:15:52.560496,17:15
200,5.612772032037583e-06,61.96375216395203,64976,33370,2023-05-14 17:15:56.199763,17:15
201,-100,62.59138958829095,65209,31839,2023-05-14 17:15:56.930080,17:15
202,-0.08478564502753613,64.21643307565466,66209,34370,2023-05-14 17:16:00.818409,17:16
203,100,66.69423863082841,66770,32400,2023-05-14 17:16:02.838534,17:16
204,100,69.45803635577695,67176,34776,2023-05-14 17:16:04.341656,17:16
205,100,71.12058305526197,68050,33274,2023-05-14 17:16:08.294512,17:16
206,100,73.58734703176364,68662,35388,2023-05-14 17:16:10.798708,17:16
207,100,75.52268458801296,69605,34217,2023-05-14 17:16:15.241425,17:16
208,100,77.92952971462064,70383,36166,2023-05-14 17:16:18.643683,17:16
209,100,79.2422501881642,71323,35157,2023-05-14 17:16:23.104612,17:16
210,-0.5692067814688719,80.14007408571581,72323,37166,2023-05-14 17:16:27.988604,17:16
211,100,82.99889699255382,72626,35460,2023-05-14 17:16:29.027095,17:16
212,-0.39428820310974255,84.45501634858574,73626,38166,2023-05-14 17:16:32.926387,17:16
213,100,88.66473864474658,73913,35747,2023-05-14 17:16:34.019507,17:16
214,100,93.09625890736787,74269,38522,2023-05-14 17:16:35.315627,17:16
215,100,96.2071677973238,74996,36474,2023-05-14 17:16:38.192083,17:16
216,100,98.77128244447054,75568,39094,2023-05-14 17:16:40.505809,17:16
217,100,102.02698927285843,76037,36943,2023-05-14 17:16:42.305712,17:16
218,1.672688824888508,103.70221206403967,77037,40094,2023-05-14 17:16:46.760148,17:16
219,100,106.97918171090096,77810,37716,2023-05-14 17:16:49.818578,17:16
220,100,109.19773659024952,78216,40500,2023-05-14 17:16:51.300380,17:16
221,100,111.94259661447678,78501,38001,2023-05-14 17:16:52.333439,17:16
222,100,112.77254774425464,79088,41087,2023-05-14 17:16:54.792287,17:16
223,100,115.21874472683857,79794,38707,2023-05-14 17:16:57.953329,17:16
224,100,120.26785944971681,80383,41676,2023-05-14 17:17:00.223131,17:17
225,100,124.21721876854508,81357,39681,2023-05-14 17:17:04.016659,17:17
226,-0.004055434748607922,126.25557130202536,82357,42676,2023-05-14 17:17:08.270431,17:17
227,100,129.22774249157177,82635,39959,2023-05-14 17:17:09.263012,17:17
228,-100,129.1361130016526,82703,42744,2023-05-14 17:17:09.492697,17:17
229,100,134.34702692722408,83129,40385,2023-05-14 17:17:11.130647,17:17
230,100,138.78555360753572,83601,43216,2023-05-14 17:17:12.906076,17:17
231,100,142.6907002705726,83808,40592,2023-05-14 17:17:13.642435,17:17
232,-100,141.9554685635866,83934,43342,2023-05-14 17:17:14.074880,17:17
233,100,145.74892574503343,84147,40805,2023-05-14 17:17:14.835734,17:17
234,100,150.12687203595667,84516,43711,2023-05-14 17:17:16.243984,17:17
235,100,154.30217672728014,84913,41202,2023-05-14 17:17:17.773526,17:17
236,100,157.8227389302477,85773,44571,2023-05-14 17:17:20.963956,17:17
237,100,158.78110448967035,85975,41404,2023-05-14 17:17:21.665246,17:17
238,100,162.25861799588,86407,45003,2023-05-14 17:17:23.306842,17:17
239,-100,162.37493030567214,86593,41590,2023-05-14 17:17:23.955051,17:17
240,-100,161.69250555419157,86720,45130,2023-05-14 17:17:24.411199,17:17
241,100,164.16117420610698,87092,41962,2023-05-14 17:17:25.761716,17:17
242,-0.15838172454760446,163.59407774551485,88092,46130,2023-05-14 17:17:29.676282,17:17
243,100,163.57079421507117,88384,42254,2023-05-14 17:17:30.700015,17:17
244,100,164.0409430815895,88609,46355,2023-05-14 17:17:31.487005,17:17
245,100,164.55624798853623,89001,42646,2023-05-14 17:17:32.957340,17:17
246,100,164.9696762719525,89220,46574,2023-05-14 17:17:33.739634,17:17
247,100,166.70455167557685,89540,42966,2023-05-14 17:17:34.767286,17:17
248,100,166.89505285209964,89910,46944,2023-05-14 17:17:36.132030,17:17
249,-100,166.5335348243212,89967,43023,2023-05-14 17:17:36.316834,17:17
250,-100,161.4946468984392,90043,47020,2023-05-14 17:17:36.571827,17:17
251,100,163.0089443313567,90371,43351,2023-05-14 17:17:37.798815,17:17
252,100,165.04907490322591,90678,47327,2023-05-14 17:17:38.891656,17:17
253,100,165.5441475459352,90912,43585,2023-05-14 17:17:39.738698,17:17
254,-100,163.8312300130637,90969,47384,2023-05-14 17:17:39.937738,17:17
255,-100,161.4322436653937,91061,43677,2023-05-14 17:17:40.252738,17:17
256,-100,160.8762928640169,91121,47444,2023-05-14 17:17:40.458437,17:17
257,100,161.57642144673017,91579,44135,2023-05-14 17:17:42.163315,17:17
258,100,165.07168284864943,92075,47940,2023-05-14 17:17:43.981397,17:17
259,100,167.80168060395738,92288,44348,2023-05-14 17:17:44.712910,17:17
260,-100,165.13067889377885,92378,48030,2023-05-14 17:17:45.023714,17:17
261,-100,161.86980675158233,92487,44457,2023-05-14 17:17:45.392012,17:17
262,-100,159.25167115347247,92616,48159,2023-05-14 17:17:45.840364,17:17
263,-100,155.14665647592622,92699,44540,2023-05-14 17:17:46.128894,17:17
264,100,156.08894655247926,92894,48354,2023-05-14 17:17:46.817661,17:17
265,-100,155.65677772176724,92988,44634,2023-05-14 17:17:47.126943,17:17
266,-0.259662197907538,154.35192485018632,93988,49354,2023-05-14 17:17:51.097663,17:17
267,-100,157.37621405026457,94121,44767,2023-05-14 17:17:51.566237,17:17
268,-100,155.1101816504091,94245,49478,2023-05-14 17:17:52.016593,17:17
269,100,156.7113141743615,94899,45421,2023-05-14 17:17:54.579645,17:17
270,-100,153.84933128935793,94973,49552,2023-05-14 17:17:54.828559,17:17
271,-100,151.37946786831185,95075,45523,2023-05-14 17:17:55.181851,17:17
272,-100,147.60900853595427,95273,49750,2023-05-14 17:17:55.900545,17:17
273,-100,145.694467812311,95386,45636,2023-05-14 17:17:56.307075,17:17
