"Nível territorial","Seleção atual","codigo_ibge","regint_id","city_id","city","nro_medicoes","tcp_down_median_mbps","tcp_up_median_mbps","rtt_median_ms","rtt_lost_package_pct","jitter_download_ms","jitter_upload_ms","nro_asns","medicoes_ipv6_porc"
"Federação","Brasil","41","4103","4123824","SANTA LÚCIA",20,16.394428,31.80805,32.086,1.5,2.118,3.424,3,0
"Federação","Brasil","41","4102","4123857","SANTA MARIA DO OESTE",21,4.184537,2.15424,142.0425,0.75,1.791,29.3715,1,4.76190476190476
"Federação","Brasil","41","4105","4123907","SANTA MARIANA",15,62.722005,101.841789,71.741,0,1.982,2.2935,2,6.66666666666667
"Federação","Brasil","41","4105","4124004","SANTANA DO ITARARÉ",1,80.75631,52.471657,11.995,0,0.991,1.028,1,0
"Federação","Brasil","41","4103","4124020","SANTA TEREZA DO OESTE",4,9.187353,NA,191.468,6,5.1605,10.902,1,25
"Federação","Brasil","41","4103","4124053","SANTA TEREZINHA DE ITAIPU",80,77.608993,106.9328945,25.756,0,1.1925,1.3015,6,25
"Federação","Brasil","41","4105","4124103","SANTO ANTÔNIO DA PLATINA",67,13.672048,58.878563,24.366,0,2.168,2.0595,7,13.4328358208955
"Federação","Brasil","41","4103","4124400","SANTO ANTÔNIO DO SUDOESTE",489,213.0611135,197.774961,10.4975,0,0.81,0.617,3,1.84049079754601
"Federação","Brasil","41","4104","4124509","SANTO INÁCIO",51,80.627554,119.9394265,21.6,0.1,0.758,0.967,2,62.7450980392157
"Federação","Brasil","41","4104","4124608","SÃO CARLOS DO IVAÍ",4,20.579647,38.577518,21.775,0,1.476,2.319,2,0
"Federação","Brasil","41","4105","4124707","SÃO JERÔNIMO DA SERRA",12,212.0775635,114.358902,18.01,0,1.065,0.5515,1,16.6666666666667
"Federação","Brasil","41","4103","4124806","SÃO JOÃO",6,37.767492,36.257758,32.418,1.5,2.6255,3.1115,2,0
"Federação","Brasil","41","4104","4124905","SÃO JOÃO DO CAIUÁ",5,43.55785,22.393248,30.496,0,2.009,3.794,2,0
"Federação","Brasil","41","4105","4125001","SÃO JOÃO DO IVAÍ",106,38.725467,88.335437,17.946,0,0.791,0.488,3,26.4150943396226
"Federação","Brasil","41","4103","4125209","SÃO JORGE D'OESTE",23,28.720341,72.145628,21.525,0,1.117,0.47,3,8.69565217391304
"Federação","Brasil","41","4104","4125308","SÃO JORGE DO IVAÍ",13,80.224768,98.7137905,11.129,0,1.7305,0.622,3,23.0769230769231
"Federação","Brasil","41","4104","4125357","SÃO JORGE DO PATROCÍNIO",3,163.490667,106.020553,48.8735,NA,3.3965,5.1335,1,0
"Federação","Brasil","41","4105","4125407","SÃO JOSÉ DA BOA VISTA",14,30.535123,26.42042,54.161,2,3.276,1.428,3,21.4285714285714
"Federação","Brasil","41","4103","4125456","SÃO JOSÉ DAS PALMEIRAS",2,13.2385,7.504,48.451,0.35,18.7895,8.228,1,0
"Federação","Brasil","41","4101","4125506","SÃO JOSÉ DOS PINHAIS",1215,97.210375,62.1445225,10.673,0,0.256,0.6685,19,10.6995884773663
"Federação","Brasil","41","4101","4125605","SÃO MATEUS DO SUL",44,67.307434,80.51213,12.4475,0,0.6245,0.4515,3,2.27272727272727
"Federação","Brasil","41","4103","4125704","SÃO MIGUEL DO IGUAÇU",39,124.0133445,184.189438,24.5235,0.1,0.67,1.012,2,23.0769230769231
"Federação","Brasil","41","4103","4125753","SÃO PEDRO DO IGUAÇU",7,10.1998265,85.121756,69.399,NA,4.424,15.3145,1,28.5714285714286
"Federação","Brasil","41","4105","4125803","SÃO PEDRO DO IVAÍ",34,128.1739645,149.6381775,16.917,0,0.6165,1.023,2,5.88235294117647
"Federação","Brasil","41","4104","4125902","SÃO PEDRO DO PARANÁ",18,127.157366,155.818102,16.747,NA,0.545,0.998,1,33.3333333333333
"Federação","Brasil","41","4105","4126009","SÃO SEBASTIÃO DA AMOREIRA",6,30.458879,83.685997,12.9125,0,0.345,0.9045,1,0
"Federação","Brasil","41","4104","4126108","SÃO TOMÉ",9,14.103874,1.307129,47.995,0,1.83,1.147,2,33.3333333333333
"Federação","Brasil","41","4104","4126256","SARANDI",335,200.8126295,106.3522805,16.2465,0,0.36,0.632,11,26.5671641791045
"Federação","Brasil","41","4103","4126272","SAUDADE DO IGUAÇU",1,14.392546,29.735456,27.185,0,3.651,0.814,1,0
"Federação","Brasil","41","4106","4126306","SENGÉS",5,318.9158935,162.598812,12.997,7,0.586,0.4485,2,0
"Federação","Brasil","41","4103","4126355","SERRANÓPOLIS DO IGUAÇU",9,4.33384,13.580028,8.886,0,0.972,0.556,1,0
"Federação","Brasil","41","4105","4126405","SERTANEJA",25,26.118573,26.8447105,25.392,0.5,1.7765,0.771,4,28
"Federação","Brasil","41","4105","4126504","SERTANÓPOLIS",21,8.835919,20.218048,30.5535,0.25,0.9575,7.508,3,14.2857142857143
"Federação","Brasil","41","4105","4126603","SIQUEIRA CAMPOS",19,82.849205,76.970999,15.976,0,0.771,1.505,3,5.26315789473684
"Federação","Brasil","41","4103","4126652","SULINA",7,93.649197,98.7977335,23.0565,0,0.261,0.7225,1,0
"Federação","Brasil","41","4105","4126678","TAMARANA",20,23.311728,38.5519995,26.154,0.5,2.048,2.054,3,5
"Federação","Brasil","41","4104","4126702","TAMBOARA",1,304.000305,137.139572,14,NA,0.568,0.532,1,0
"Federação","Brasil","41","4104","4126801","TAPEJARA",11,28.597634,36.048939,26.658,0,1.2125,1.047,4,0
"Federação","Brasil","41","4104","4126900","TAPIRA",5,37.200943,84.174688,12.574,NA,4.392,2.27,1,0
"Federação","Brasil","41","4106","4127007","TEIXEIRA SOARES",5,108.936539,88.760094,14.191,0,0.834,0.244,1,20
"Federação","Brasil","41","4106","4127106","TELÊMACO BORBA",199,84.8218125,106.9654105,20.624,0,1.0235,0.809,8,29.1457286432161
"Federação","Brasil","41","4104","4127205","TERRA BOA",11,63.577366,56.173789,24.0105,1.5,1.0485,1.0745,2,18.1818181818182
"Federação","Brasil","41","4104","4127304","TERRA RICA",18,489.3749925,247.297821,5.236,0,0.1765,0.16,2,11.1111111111111
"Federação","Brasil","41","4103","4127403","TERRA ROXA",31,24.403623,36.542718,31.596,0,3.157,5.11,3,0
"Federação","Brasil","41","4106","4127502","TIBAGI",189,67.1086295,97.9656425,14.958,0,0.767,0.527,4,10.0529100529101
"Federação","Brasil","41","4101","4127601","TIJUCAS DO SUL",2,220.934624,49.621998,10.699,NA,0.186,0.173,1,0
"Federação","Brasil","41","4103","4127700","TOLEDO",220,75.381217,91.45271,26.535,0,0.66,0.8505,9,5
"Federação","Brasil","41","4103","4127858","TRÊS BARRAS DO PARANÁ",20,25.218342,26.46241,20.519,7.1,2.304,5.362,3,25
"Federação","Brasil","41","4101","4127882","TUNAS DO PARANÁ",2,22.910792,45.157822,16.904,0,0.818,1.368,1,0
"Federação","Brasil","41","4104","4127908","TUNEIRAS DO OESTE",2,19.8499765,25.7962395,46.886,0.85,4.6605,13.9855,1,0
"Federação","Brasil","41","4103","4127957","TUPÃSSI",18,93.386635,95.499916,15.89,0,0.694,0.502,3,22.2222222222222
"Federação","Brasil","41","4102","4127965","TURVO",1,22.837009,32.065712,31.594,0,4.585,11.306,1,0
"Federação","Brasil","41","4104","4128005","UBIRATÃ",51,97.4556905,157.1192895,19.4985,0.2,0.69,0.8405,3,15.6862745098039
"Federação","Brasil","41","4104","4128104","UMUARAMA",158,32.228256,52.611366,26.311,0,1.057,0.7145,5,20.253164556962
"Federação","Brasil","41","4101","4128203","UNIÃO DA VITÓRIA",76,71.581228,71.872994,27.866,0,0.835,0.928,6,28.9473684210526
"Federação","Brasil","41","4104","4128302","UNIFLOR",2,9.442622,8.495232,66.892,1,2.018,6.645,1,0
"Federação","Brasil","41","4105","4128401","URAÍ",22,94.3612535,65.3572875,15.1325,0,1.0635,1.309,2,31.8181818181818
"Federação","Brasil","41","4105","4128500","WENCESLAU BRAZ",51,149.836388,98.016441,18.3955,0,0.681,0.3985,5,19.6078431372549
"Federação","Brasil","41","4106","4128534","VENTANIA",17,88.6623995,97.7388345,15.933,0,0.749,0.621,2,5.88235294117647
"Federação","Brasil","41","4103","4128559","VERA CRUZ DO OESTE",4,49.45657,58.011833,31.649,NA,0.998,0.564,1,0
"Federação","Brasil","41","4103","4128609","VERÊ",2,25.066485,27.277007,43.365,0.5,3.003,10.983,1,0
"Federação","Brasil","41","4103","4128658","VIRMOND",461,48.326244,19.3312,16.572,0,0.159,0.44,3,0
"Federação","Brasil","41","4103","4128708","VITORINO",20,26.298544,25.645608,22.492,0,1.235,1.168,2,25
"Federação","Brasil","41","4104","4128807","XAMBRÊ",3,51.126064,88.005646,19.399,NA,0.162,0.456,1,0
"Federação","Brasil","42","4204","4200051","ABDON BATISTA",3,38.313896,386.866089,28.405,5.5,0.688,1.53,1,33.3333333333333
"Federação","Brasil","42","4204","4200101","ABELARDO LUZ",16,86.385914,86.368587,23.991,0.25,0.299,0.308,3,31.25
"Federação","Brasil","42","4207","4200200","AGROLÂNDIA",5,162.739067,199.540365,21.999,0,0.866,0.402,1,0
"Federação","Brasil","42","4207","4200309","AGRONÔMICA",4,86.067692,80.965013,44.584,2,4.024,2.459,2,0
"Federação","Brasil","42","4204","4200408","ÁGUA DOCE",2,24.477086,96.708878,29.14,0,1.791,0.722,2,0
"Federação","Brasil","42","4204","4200507","ÁGUAS DE CHAPECÓ",9,18.409365,19.059357,25.768,7.25,0.844,0.427,2,11.1111111111111
"Federação","Brasil","42","4204","4200556","ÁGUAS FRIAS",12,43.393002,39.221001,24.954,0.3,12.319,2.78,2,0
"Federação","Brasil","42","4201","4200606","ÁGUAS MORNAS",3,70.507046,121.760395,16.4905,0,4.48,1.5435,1,33.3333333333333
"Federação","Brasil","42","4201","4200705","ALFREDO WAGNER",4,0.216102,2.688,1656.818,45,0.064,30.364,2,0
"Federação","Brasil","42","4204","4200804","ANCHIETA",5,167.368499,164.025994,29.012,0,0.54,0.404,2,0
"Federação","Brasil","42","4201","4200903","ANGELINA",1,94.595772,92.973228,14.587,0,0.129,0.352,1,0
"Federação","Brasil","42","4203","4201000","ANITA GARIBALDI",26,44.316272,250.715263,41.418,0,1.4615,1.3765,1,46.1538461538462
"Federação","Brasil","42","4201","4201109","ANITÁPOLIS",1,93.115921,79.31456,23.591,0,0.434,0.542,1,0
"Federação","Brasil","42","4201","4201208","ANTÔNIO CARLOS",22,48.571624,55.10864,24.474,1,1.248,0.4,7,9.09090909090909
"Federação","Brasil","42","4207","4201257","APIÚNA",17,105.066126,114.7978105,26.317,0,2.37,1.9755,2,29.4117647058824
"Federação","Brasil","42","4204","4201273","ARABUTÃ",2,23.216696,4.872387,31.491,0,1.1995,0.824,1,0
"Federação","Brasil","42","4206","4201307","ARAQUARI",63,53.905966,34.340427,28.898,0.5,1.198,1.146,4,22.2222222222222
"Federação","Brasil","42","4202","4201406","ARARANGUÁ",16349,63.50614,59.961002,21.907,0,0.25,0.3295,6,5.81686953330479
"Federação","Brasil","42","4202","4201505","ARMAZÉM",7,26.839648,31.291912,37.4935,0.5,1.6525,10.2645,1,14.2857142857143
"Federação","Brasil","42","4205","4201604","ARROIO TRINTA",8,18.794327,4.647424,29.193,0,0.649,0.6,1,50
"Federação","Brasil","42","4207","4201703","ASCURRA",5,51.46483,135.60377,42.144,0,2.2,9.254,2,20
"Federação","Brasil","42","4207","4201901","AURORA",10,168.247498,81.3344,138.398,0,0.732,7.544,1,20
"Federação","Brasil","42","4202","4201950","BALNEÁRIO ARROIO DO SILVA",19,82.1490555,140.932064,26.8815,0.1,1.3385,0.2585,2,21.0526315789474
"Federação","Brasil","42","4207","4202008","BALNEÁRIO CAMBORIÚ",371,85.669729,79.200344,23.066,0,1.2475,1.6885,13,20.7547169811321
"Federação","Brasil","42","4206","4202057","BALNEÁRIO BARRA DO SUL",28,49.74661,35.138885,34.049,0,1.636,2.252,3,32.1428571428571
"Federação","Brasil","42","4202","4202073","BALNEÁRIO GAIVOTA",243,32.622461,47.759736,31.569,0,1.807,0.982,5,27.5720164609054
"Federação","Brasil","42","4204","4202099","BARRA BONITA",3,16.923464,1.167906,231.8685,1.5,0.7715,18.0735,1,33.3333333333333
"Federação","Brasil","42","4207","4202107","BARRA VELHA",72,35.3780725,42.746727,30.987,0,1.1925,3.273,4,8.33333333333333
"Federação","Brasil","42","4206","4202131","BELA VISTA DO TOLDO",20,40.094251,25.1726255,16.539,0,10.0165,1.022,1,0
"Federação","Brasil","42","4207","4202206","BENEDITO NOVO",2340,96.791749,58.329937,9.401,0,0.045,0.3815,4,26.1538461538462
"Federação","Brasil","42","4201","4202305","BIGUAÇU",157,96.2787495,96.112999,18.427,0,0.0885,1.047,5,26.1146496815287
"Federação","Brasil","42","4207","4202404","BLUMENAU",490,122.778777,107.7947065,23.814,0,0.7395,0.932,12,28.5714285714286
"Federação","Brasil","42","4207","4202453","BOMBINHAS",122,31.423826,41.589458,24.93,0,2.762,2.899,7,30.327868852459
"Federação","Brasil","42","4203","4202503","BOM JARDIM DA SERRA",5,105.8378245,28.8432965,234.185,14.2,8.537,12.1455,2,0
"Federação","Brasil","42","4203","4202602","BOM RETIRO",2,21.255669,45.9704535,37.355,5.5,2.389,7.878,1,0
"Federação","Brasil","42","4202","4202800","BRAÇO DO NORTE",21,39.536249,39.0002565,31.1545,0,1.838,5.1495,1,14.2857142857143
"Federação","Brasil","42","4207","4202859","BRAÇO DO TROMBUDO",3,14.062202,NA,56.742,0,1.91,3.289,1,33.3333333333333
"Federação","Brasil","42","4203","4202875","BRUNÓPOLIS",5,27.631035,6.166343,57.976,4.2,15.042,3.785,2,20
"Federação","Brasil","42","4207","4202909","BRUSQUE",1318,96.305626,47.370813,17.1285,0,0.11,1.1825,7,3.79362670713202
"Federação","Brasil","42","4205","4203006","CAÇADOR",192,71.236903,90.3035785,25.553,0,1.1295,0.9775,6,21.875
"Federação","Brasil","42","4204","4203105","CAIBI",13,72.927246,62.847272,27.361,NA,2.111,1.9685,2,0
"Federação","Brasil","42","4207","4203204","CAMBORIÚ",75,58.700858,61.245459,24.0155,0,1.213,1.632,5,30.6666666666667
"Federação","Brasil","42","4203","4203253","CAPÃO ALTO",10,60.660134,48.696041,30.038,0.75,4.19,2.26,1,40
"Federação","Brasil","42","4206","4203303","CAMPO ALEGRE",18,34.720835,38.706736,75.6125,0.35,2.6945,3.6765,3,5.55555555555556
"Federação","Brasil","42","4203","4203402","CAMPO BELO DO SUL",20,6.822012,20.917442,136.099,2,5.688,24.533,2,35
"Federação","Brasil","42","4204","4203501","CAMPO ERÊ",2,0.990516,0.302263,147.092,35,7.924,27.869,1,0
"Federação","Brasil","42","4204","4203600","CAMPOS NOVOS",165,50.542444,57.669582,30.3655,0.25,2.0035,1.1115,5,28.4848484848485
"Federação","Brasil","42","4207","4203709","CANELINHA",6,22.471664,37.6417895,48.136,1.5,9.212,9.648,2,0
"Federação","Brasil","42","4206","4203808","CANOINHAS",121,67.8349,75.6218255,20.548,0.5,1.0915,0.674,4,22.3140495867769
"Federação","Brasil","42","4204","4203907","CAPINZAL",12,8.349718,54.250589,33.068,0,1.846,1.074,1,16.6666666666667
"Federação","Brasil","42","4202","4203956","CAPIVARI DE BAIXO",47,40.3047705,47.082536,93.552,1.6,2.9225,1.0045,2,19.1489361702128
"Federação","Brasil","42","4204","4204004","CATANDUVAS",1,71.676865,86.72612,16.699,NA,0.225,1.188,1,0
"Federação","Brasil","42","4204","4204103","CAXAMBU DO SUL",1,122.21373,138.536636,22.598,NA,0.587,1.234,1,0
"Federação","Brasil","42","4204","4204152","CELSO RAMOS",9,167.913086,191.597879,34.294,0,0.2275,7.988,2,44.4444444444444
"Federação","Brasil","42","4203","4204178","CERRO NEGRO",16,108.984644,126.1602905,790.122,23,0.62,29.33,1,18.75
"Federação","Brasil","42","4207","4204194","CHAPADÃO DO LAGEADO",1,31.930311,54.34412,16.1,NA,0.964,0.552,1,0
"Federação","Brasil","42","4202","4204251","COCAL DO SUL",31,34.4078785,30.8469555,23.2905,0,0.511,0.7235,2,38.7096774193548
"Federação","Brasil","42","4204","4204301","CONCÓRDIA",1338,97.048875,57.911624,20.169,0,0.046,0.366,8,0.971599402092676
"Federação","Brasil","42","4206","4204509","CORUPÁ",19,41.409014,50.487434,16.029,0,2.233,0.303,3,36.8421052631579
"Federação","Brasil","42","4203","4204558","CORREIA PINTO",46,34.7847805,39.6795525,21.687,0,1.9785,1.2835,3,17.3913043478261
"Federação","Brasil","42","4202","4204608","CRICIÚMA",694,69.6109795,42.5483035,32.0665,0,0.9975,1.5875,17,32.7089337175792
"Federação","Brasil","42","4204","4204707","CUNHA PORÃ",16,92.598259,93.179214,22.426,0,1.013,0.413,2,25
"Federação","Brasil","42","4204","4204756","CUNHATAÍ",1,26.806746,109.020569,121.378,10,27.937,1.905,1,0
"Federação","Brasil","42","4204","4204905","DESCANSO",10,76.33884,132.260164,26.941,0,3.3755,1.123,2,30
"Federação","Brasil","42","4204","4205001","DIONÍSIO CERQUEIRA",25,73.740685,140.120198,14.447,0,1.328,0.705,2,8
"Federação","Brasil","42","4207","4205100","DONA EMMA",1,NA,NA,19.577,0,1.004,0.738,1,0
"Federação","Brasil","42","4207","4205159","DOUTOR PEDRINHO",2,14.3446155,48.144302,206.6495,NA,1.6525,15.1795,1,0
"Federação","Brasil","42","4204","4205175","ENTRE RIOS",2,47.617226,93.701881,32.685,0,2.125,2.384,1,0
"Federação","Brasil","42","4204","4205209","ERVAL VELHO",3,1.393915,2.312699,65.1365,10,7.3185,4.536,1,0
"Federação","Brasil","42","4204","4205308","FAXINAL DOS GUEDES",20,27.9019005,41.814474,37.7965,0,5.0615,1.9145,3,0
"Federação","Brasil","42","4204","4205357","FLOR DO SERTÃO",3,10.749557,17.953506,35.536,1.5,2.48,1.9,1,33.3333333333333
"Federação","Brasil","42","4201","4205407","FLORIANÓPOLIS",601,61.831638,56.04393,19.086,0,0.453,1.046,21,19.134775374376
"Federação","Brasil","42","4202","4205456","FORQUILHINHA",54,28.406036,37.063394,27.0615,0.2,0.921,0.811,3,27.7777777777778
"Federação","Brasil","42","4205","4205506","FRAIBURGO",194,57.399271,51.7296345,30.7825,0,1.184,1.017,5,24.2268041237113
"Federação","Brasil","42","4203","4205555","FREI ROGÉRIO",12,14.63003,39.741196,53.689,1,0.811,6.536,3,33.3333333333333
"Federação","Brasil","42","4204","4205605","GALVÃO",1,0.651502,NA,37.099,NA,3.736,1.23,1,0
"Federação","Brasil","42","4201","4205704","GAROPABA",18,32.5910085,125.4896545,31.274,0,0.7245,0.743,4,22.2222222222222
"Federação","Brasil","42","4206","4205803","GARUVA",21,55.422398,117.701714,26.488,2.5,0.613,0.867,2,14.2857142857143
"Federação","Brasil","42","4207","4205902","GASPAR",55,48.4159805,44.8353785,21.142,0,0.737,1.4355,5,9.09090909090909
"Federação","Brasil","42","4201","4206009","GOVERNADOR CELSO RAMOS",54,82.207764,71.239613,19.999,0,0.859,0.883,3,29.6296296296296
"Federação","Brasil","42","4202","4206108","GRÃO PARÁ",26,35.0353795,63.9961255,23.91,18.75,0.9565,0.5225,2,0
"Federação","Brasil","42","4202","4206207","GRAVATAL",26,122.749327,76.6331055,32.1105,0,4.3785,0.769,3,0
"Federação","Brasil","42","4207","4206306","GUABIRUBA",258,86.1915205,98.469487,21.9835,0,1.175,0.521,2,3.48837209302326
"Federação","Brasil","42","4204","4206405","GUARACIABA",11,184.6501125,118.083542,92.7045,6.75,1.242,3.166,3,27.2727272727273
"Federação","Brasil","42","4206","4206504","GUARAMIRIM",31,112.566812,44.181931,20.3865,0,0.774,2.2,5,29.0322580645161
"Federação","Brasil","42","4204","4206652","GUATAMBÚ",5,113.379055,60.312195,40.742,0,0.132,0.194,2,40
"Federação","Brasil","42","4204","4206702","HERVAL D'OESTE",1170,97.140123,49.468625,16.824,0,0.085,0.2465,5,1.36752136752137
"Federação","Brasil","42","4205","4206751","IBIAM",2,37.092506,62.202896,25.446,0.5,1.688,1.267,1,0
"Federação","Brasil","42","4207","4206900","IBIRAMA",75,81.387258,117.426508,20.291,0,0.992,0.8095,5,17.3333333333333
"Federação","Brasil","42","4202","4207007","IÇARA",126,21.439552,49.5272775,34.719,1.6,2.121,2.981,7,20.6349206349206
"Federação","Brasil","42","4207","4207106","ILHOTA",4,40.7965515,61.315566,20.7935,0,1.266,5.8385,2,0
"Federação","Brasil","42","4202","4207205","IMARUÍ",54,44.850636,46.802078,20.691,0,1.052,0.425,2,12.962962962963
"Federação","Brasil","42","4201","4207304","IMBITUBA",156,40.2682925,65.454976,26.761,0,1.185,0.976,8,19.8717948717949
"Federação","Brasil","42","4207","4207403","IMBUIA",1,158.34877,201.571274,24.399,NA,1.082,0.816,1,0
"Federação","Brasil","42","4207","4207502","INDAIAL",205,89.750958,99.811971,20.352,0,0.5235,0.428,5,41.4634146341463
"Federação","Brasil","42","4204","4207650","IPORÃ DO OESTE",4,25.232488,15.914392,36.776,0,0.688,3.766,2,50
"Federação","Brasil","42","4204","4207684","IPUAÇU",2,18.7729305,19.074927,344.3385,0,0.864,8.8005,1,0
"Federação","Brasil","42","4204","4207700","IPUMIRIM",520,63.3795455,29.1397685,22.149,0,0.0395,0.4205,1,40.7692307692308
"Federação","Brasil","42","4204","4207809","IRANI",3,2.176012,NA,477.298,NA,1.5375,29.538,1,0
"Federação","Brasil","42","4206","4207908","IRINEÓPOLIS",2,100.78862,58.138424,19.783,0,0.647,0.387,1,50
"Federação","Brasil","42","4204","4208005","ITÁ",3,23.772755,59.151943,28.398,0,2.552,1.551,1,0
"Federação","Brasil","42","4206","4208104","ITAIÓPOLIS",31,23.5584465,27.4472315,77.269,0,2.66,17.616,3,25.8064516129032
"Federação","Brasil","42","4207","4208203","ITAJAÍ",567,112.139032,80.288342,29.061,0,1.069,1.4215,15,28.042328042328
"Federação","Brasil","42","4207","4208302","ITAPEMA",199,36.057961,35.178673,24.625,0,1.789,1.242,10,42.2110552763819
"Federação","Brasil","42","4204","4208401","ITAPIRANGA",21,10.706813,19.366976,29.691,5,1.308,1.539,2,9.52380952380952
"Federação","Brasil","42","4206","4208450","ITAPOÁ",220,81.565919,72.346512,22.9055,0,1.4085,0.789,4,28.6363636363636
"Federação","Brasil","42","4207","4208500","ITUPORANGA",18,61.4025065,71.9082375,26.596,0.2,1.115,1.715,2,11.1111111111111
"Federação","Brasil","42","4204","4208609","JABORÁ",1,93.779312,49.147701,17.992,7,0.2,1.723,1,0
"Federação","Brasil","42","4202","4208708","JACINTO MACHADO",10,35.491314,44.19836,34.322,14,6.046,0.753,2,10
"Federação","Brasil","42","4202","4208807","JAGUARUNA",29,45.396168,55.865974,30.692,3.25,1.758,3.52,2,13.7931034482759
"Federação","Brasil","42","4206","4208906","JARAGUÁ DO SUL",206,52.75457,72.6700175,21.9795,0,0.995,1.033,10,30.0970873786408
"Federação","Brasil","42","4204","4209003","JOAÇABA",1256,69.804501,58.4068745,18.4015,0,0.5985,0.793,7,0.955414012738854
"Federação","Brasil","42","4206","4209102","JOINVILLE",1088,84.1186845,59.5197115,23.743,0,0.7975,1.104,23,28.9522058823529
"Federação","Brasil","42","4207","4209151","JOSÉ BOITEUX",3,49.26096,73.324263,27.894,0,2.583,4.144,2,0
"Federação","Brasil","42","4204","4209177","JUPIÁ",1,183.333328,154.806396,10.878,0,0.142,0.128,1,100
"Federação","Brasil","42","4203","4209300","LAGES",567,61.095762,71.511005,27.947,0,1.344,1.118,12,29.2768959435626
"Federação","Brasil","42","4202","4209409","LAGUNA",53,45.158,21.649237,26.725,0.25,1.589,0.842,6,9.43396226415094
"Federação","Brasil","42","4207","4209508","LAURENTINO",3,28.419995,42.941744,55.674,NA,2.824,8.126,2,0
"Federação","Brasil","42","4202","4209607","LAURO MÜLLER",9,235.939331,121.933144,23.0115,0,0.528,1.573,1,11.1111111111111
"Federação","Brasil","42","4205","4209706","LEBON RÉGIS",21,63.840842,49.025965,21.498,13.5,2.1515,1.983,1,0
"Federação","Brasil","42","4207","4209805","LEOBERTO LEAL",1,10.173283,10.783338,77.993,0,8.014,7.752,1,0
"Federação","Brasil","42","4204","4209854","LINDÓIA DO SUL",5,4.028,3.161,57.0095,4.25,8.4225,15.97,1,0
"Federação","Brasil","42","4207","4209904","LONTRAS",9,26.9131445,36.650984,28.3245,0,2.937,4.128,2,44.4444444444444
"Federação","Brasil","42","4207","4210001","LUIZ ALVES",16,49.861633,45.307367,32.021,0,1.132,0.638,2,50
"Federação","Brasil","42","4204","4210035","LUZERNA",39,65.8124985,64.164723,33.03,0,1.717,1.269,3,0
"Federação","Brasil","42","4205","4210050","MACIEIRA",3,67.691139,78.298851,21.74,0,0.33,0.97,1,33.3333333333333
"Federação","Brasil","42","4206","4210100","MAFRA",124,38.882704,64.7743825,18.893,0,0.6185,0.7785,7,27.4193548387097
"Federação","Brasil","42","4207","4210209","MAJOR GERCINO",3,11.738922,5.075409,33.237,0,2.236,3.903,1,33.3333333333333
"Federação","Brasil","42","4206","4210308","MAJOR VIEIRA",16,74.754356,68.533604,29.343,0,1.511,10.226,1,31.25
"Federação","Brasil","42","4202","4210407","MARACAJÁ",16,30.2666925,32.0284915,34.4245,3.35,12.757,6.4645,2,6.25
"Federação","Brasil","42","4204","4210506","MARAVILHA",253,36.195464,48.407525,21.9605,0,0.4495,0.5985,4,4.34782608695652
"Federação","Brasil","42","4206","4210605","MASSARANDUBA",16,27.7105,34.2769665,24.012,0,2.49,2.57,2,18.75
"Federação","Brasil","42","4205","4210704","MATOS COSTA",11,19.468893,17.880767,31.8895,0,2.725,3.454,2,0
"Federação","Brasil","42","4202","4210803","MELEIRO",20,17.39008,17.64514,64.427,0,2.669,4.202,2,30
"Federação","Brasil","42","4207","4210852","MIRIM DOCE",3,40.038738,3.470782,804.646,25,6.317,29.713,1,0
"Federação","Brasil","42","4204","4211009","MONDAÍ",39,32.031194,35.9885655,32.1445,2,4.783,15.256,2,23.0769230769231
"Federação","Brasil","42","4205","4211058","MONTE CARLO",37,31.497715,34.463221,25.1985,1.5,1.9935,0.9705,2,18.9189189189189
"Federação","Brasil","42","4206","4211108","MONTE CASTELO",13,17.830543,11.0561515,79.007,1.5,2.4755,2.595,1,7.69230769230769
"Federação","Brasil","42","4202","4211207","MORRO DA FUMAÇA",17,188.359726,104.236702,21.7485,0,0.569,0.83,2,23.5294117647059
"Federação","Brasil","42","4202","4211256","MORRO GRANDE",1,6.044859,4.026634,42.599,NA,2.247,5.62,1,0
"Federação","Brasil","42","4207","4211306","NAVEGANTES",141,27.941835,54.0219055,25.752,0.25,1.895,1.9065,7,26.9503546099291
"Federação","Brasil","42","4204","4211405","NOVA ERECHIM",1,57.488129,13.691449,20.589,0,0.203,0.392,1,0
"Federação","Brasil","42","4204","4211454","NOVA ITABERABA",8,19.140156,36.6806605,39.224,0.5,1.7575,2.595,2,0
"Federação","Brasil","42","4207","4211504","NOVA TRENTO",1,64.677002,26.697001,32.413,2,2.031,2.039,1,0
"Federação","Brasil","42","4202","4211603","NOVA VENEZA",37,49.6703575,58.3802405,23.9175,0,1.1375,0.5635,2,32.4324324324324
"Federação","Brasil","42","4204","4211652","NOVO HORIZONTE",2,171.744034,212.833244,17.998,NA,0.63,0.459,1,0
"Federação","Brasil","42","4202","4211702","ORLEANS",7,92.846878,16.5461275,27.865,0,3.9515,7.656,1,0
"Federação","Brasil","42","4203","4211751","OTACÍLIO COSTA",17,16.967985,53.2672,37.142,0,3.701,8.9,2,23.5294117647059
"Federação","Brasil","42","4204","4211801","OURO",10,47.081905,60.25489,28.998,5,0.72,0.954,3,40
"Federação","Brasil","42","4204","4211876","PAIAL",1,6.288713,NA,50.692,8,4.782,4.908,1,0
