episode,score,average score,time
280,182.91004851127929,98.9096209016147,2023-05-10 04:43:51.779925
281,181.4511019385795,100.78588150026685,2023-05-10 04:46:17.154706
282,277.9081877524318,100.80218706665048,2023-05-10 04:47:17.040067
283,258.8776198851806,100.77324316471504,2023-05-10 04:47:58.520259
284,213.39010327872782,101.09867214135427,2023-05-10 04:49:49.620293
285,15.366034466341148,104.56361605213272,2023-05-10 04:50:08.609504
286,-26.8336836887658,101.6404715018619,2023-05-10 04:53:16.454467
287,196.688702233108,101.60808095039194,2023-05-10 04:54:30.547330
288,200.8993690714365,100.75501995227961,2023-05-10 04:56:29.056949
289,216.54881915029273,101.00769995098483,2023-05-10 04:57:31.910337
290,184.18415748311153,99.99734336581915,2023-05-10 04:59:18.376112
291,157.0682001046668,101.5923279657328,2023-05-10 05:00:52.607611
292,243.73792828889444,104.03144136230313,2023-05-10 05:02:41.619477
293,144.47728189593656,102.76015265596287,2023-05-10 05:05:44.897302
294,36.17375920382332,103.4467008326663,2023-05-10 05:06:05.972092
295,-146.12710620981125,102.21582668440786,2023-05-10 05:07:42.247475
296,-359.0910337146115,95.60554584515037,2023-05-10 05:08:37.734392
297,212.6652187687729,95.31022154254643,2023-05-10 05:10:06.892060
298,267.78113356933676,95.79563064093607,2023-05-10 05:10:52.945050
299,276.31217760447817,98.8116216889541,2023-05-10 05:11:36.445572
300,220.17552352163852,100.9896094516586,2023-05-10 05:13:09.536289
301,29.09622731685522,99.84190669286492,2023-05-10 05:13:28.662203
302,260.7639996250096,102.78345314059462,2023-05-10 05:14:10.832595
303,229.57526954132237,103.23425639362455,2023-05-10 05:15:08.472403
304,271.78758297049194,106.33216924227351,2023-05-10 05:16:22.464725
305,259.7124347039244,108.88041167903948,2023-05-10 05:17:47.744646
306,24.9972333437601,108.88777332900534,2023-05-10 05:18:34.954401
307,239.49422995671625,109.84463235633172,2023-05-10 05:19:59.868219
308,-3.3817514834997127,107.82668545965285,2023-05-10 05:20:16.786763
309,290.06498425854795,108.68270249638945,2023-05-10 05:21:01.225625
310,268.00901117088773,111.9615970293151,2023-05-10 05:21:58.265045
311,203.85362399402658,114.45575849515417,2023-05-10 05:22:49.408337
312,-51.07967704636138,115.05597968740126,2023-05-10 05:23:03.859016
313,213.72626086587752,115.32983269320096,2023-05-10 05:24:11.380332
314,-7.487521156366697,115.32461691717435,2023-05-10 05:24:26.310235
315,213.63117958250558,115.02270659178477,2023-05-10 05:25:32.211809
316,245.95017248086504,115.67260037725646,2023-05-10 05:26:32.717864
317,207.72830863532909,118.10433112124059,2023-05-10 05:28:21.263450
318,41.80600567595252,116.18405780391285,2023-05-10 05:29:03.562702
319,25.89982061196764,117.74367263463695,2023-05-10 05:29:25.085816
320,200.80663747567132,119.93986850160537,2023-05-10 05:31:00.898956
321,-24.957390626112783,121.70262136451726,2023-05-10 05:31:20.492187
322,249.04563401024757,122.6766252818937,2023-05-10 05:32:50.213567
323,-29.338013250735713,123.85516486948221,2023-05-10 05:33:08.290982
324,188.8046888235913,126.36132657165281,2023-05-10 05:34:41.738481
325,233.92892289293067,127.63412012833597,2023-05-10 05:35:42.811674
326,239.7133080234814,129.73479407260612,2023-05-10 05:37:25.336374
327,267.2060588222672,132.47802993154258,2023-05-10 05:37:58.787572
328,219.10606853049302,134.56253925922766,2023-05-10 05:39:12.560259
329,22.269901004391116,133.18739098887644,2023-05-10 05:39:32.094464
330,-122.3957473397542,130.13974785845804,2023-05-10 05:39:50.508202
331,242.42492857069118,130.12252119555907,2023-05-10 05:41:10.189235
332,251.95316599613122,130.69637070321485,2023-05-10 05:42:00.215704
333,206.68749083857563,131.4875414917018,2023-05-10 05:43:37.760484
334,231.58414780920484,131.68471948512058,2023-05-10 05:45:27.960069
335,-8.877316714870233,134.24993402934,2023-05-10 05:45:43.956667
336,262.209275362583,138.5449413472358,2023-05-10 05:46:41.153242
337,222.75171427401187,142.0816720560459,2023-05-10 05:48:29.767694
338,241.94012178252956,144.44413796143553,2023-05-10 05:49:07.521460
339,-2.710583323027592,142.25962449059,2023-05-10 05:49:27.527146
340,259.87037973770504,145.2961066723137,2023-05-10 05:51:05.355582
341,-42.235504902352744,143.46194155696764,2023-05-10 05:51:24.483875
342,192.0783286209405,145.87779541060854,2023-05-10 05:52:15.302478
343,237.0765575089276,149.34479148454994,2023-05-10 05:53:32.594354
344,222.81343137676254,149.74623731050673,2023-05-10 05:55:08.293846
345,43.11531268287709,150.53580626353587,2023-05-10 05:55:35.303409
346,227.3592971227695,153.54556719368009,2023-05-10 05:57:22.687159
347,233.77111866610826,152.81343489186648,2023-05-10 05:58:32.462047
348,209.5578079210864,154.24462391741875,2023-05-10 05:59:45.690621
349,212.80634895266954,156.61784409317204,2023-05-10 06:00:56.345480
350,-27.30832205963445,156.4123402776331,2023-05-10 06:01:26.068504
351,0.4702232397221735,156.50761936819663,2023-05-10 06:01:44.284256
352,260.53550109435014,159.83259702944298,2023-05-10 06:02:28.661820
353,245.44102301982863,160.5021806650507,2023-05-10 06:03:19.573755
354,261.30215024038756,161.08966227394313,2023-05-10 06:04:17.869886
355,-0.12987408347436258,159.12236208293265,2023-05-10 06:04:31.390776
356,-95.32596364235725,157.73079413311262,2023-05-10 06:05:12.873814
357,271.22973672761304,160.2847887852126,2023-05-10 06:06:14.099727
358,-235.89833120687368,155.91635255423657,2023-05-10 06:06:35.281779
